"Gene.Names"	"apo1_Rep1"	"apo1_Rep2"	"apo1_Rep3"	"apo2_Rep1"	"apo2_Rep2"	"apo2_Rep3"	"apo3_Rep1"	"apo3_Rep2"	"apo3_Rep3"	"Entry"	"Entry.Name"	"Protein.names"	"Length"	"Pathway"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"
"EGW08_021647"	17	7	10	25	14	11	20	12	8	"A0A3S1B2W6"	"A0A3S1B2W6_ELYCH"	"G-protein coupled receptors family 1 profile domain-containing protein"	229	""	""	"GO:0004930; GO:0016020"
"EGW08_021648"	619	308	311	752	360	392	687	340	347	"A0A3S1BMM0"	"A0A3S1BMM0_ELYCH"	"Arginine kinase"	437	""	"phosphocreatine biosynthetic process [GO:0046314]; phosphorylation [GO:0016310]"	"GO:0004111; GO:0005524; GO:0016310; GO:0046314"
"EGW08_021649"	98	55	43	114	58	56	127	54	73	"A0A3S1AS62"	"A0A3S1AS62_ELYCH"	"Vacuolar-sorting protein SNF8"	248	""	"multivesicular body sorting pathway [GO:0071985]; protein transport [GO:0015031]"	"GO:0000814; GO:0015031; GO:0071985"
"EGW08_021650"	1	0	1	6	3	3	5	2	3	"A0A3S0Z6Q8"	"A0A3S0Z6Q8_ELYCH"	"Uncharacterized protein"	294	""	""	""
"EGW08_021651"	13	8	5	9	4	5	18	8	10	"A0A433SN29"	"A0A433SN29_ELYCH"	"SWIM-type domain-containing protein"	1246	""	""	"GO:0008270"
"EGW08_021652"	24	12	12	19	11	8	26	15	11	"A0A3S0ZAN8"	"A0A3S0ZAN8_ELYCH"	"G-protein coupled receptors family 1 profile domain-containing protein"	421	""	""	"GO:0004930; GO:0016020"
"EGW08_021653"	8	6	2	4	2	2	2	0	2	"A0A3S1AX52"	"A0A3S1AX52_ELYCH"	"Uncharacterized protein"	232	""	""	""
"EGW08_021654"	144	76	68	174	86	88	182	97	85	"A0A3S1H1Y4"	"A0A3S1H1Y4_ELYCH"	"BRCT domain-containing protein"	1625	""	""	""
"EGW08_021655"	176	91	85	212	119	93	184	91	93	"A0A3S0ZM46"	"A0A3S0ZM46_ELYCH"	"Structural maintenance of chromosomes protein 5"	910	""	"double-strand break repair via homologous recombination [GO:0000724]"	"GO:0000724; GO:0005524; GO:0005634; GO:0016887; GO:0030915"
"EGW08_021656"	0	0	0	0	0	0	0	0	0	"A0A3S1AS56"	"A0A3S1AS56_ELYCH"	"Uncharacterized protein"	118	""	""	""
"EGW08_021657"	0	0	0	0	0	0	0	0	0	"A0A3S0Z6Q3"	"A0A3S0Z6Q3_ELYCH"	"ABC transmembrane type-1 domain-containing protein"	113	""	""	"GO:0016020"
"EGW08_021658"	0	0	0	0	0	0	0	0	0	"A0A433SMY2"	"A0A433SMY2_ELYCH"	"DUF5641 domain-containing protein"	316	""	""	""
"EGW08_021659"	88	48	40	108	52	56	93	45	48	"A0A3S1B2V7"	"A0A3S1B2V7_ELYCH"	"Ig-like domain-containing protein"	526	""	""	"GO:0016020"
"EGW08_021660"	259	142	117	263	133	130	279	144	135	"A0A3S0Z4L2"	"A0A3S0Z4L2_ELYCH"	"Hypoxia up-regulated protein 1"	1076	""	""	"GO:0005524; GO:0140662"
"EGW08_021661"	12	8	4	28	12	16	18	10	8	"A0A3S1AYM4"	"A0A3S1AYM4_ELYCH"	"E3 ubiquitin-protein ligase CBL (EC 2.3.2.27)"	330	"PATHWAY: Protein modification; protein ubiquitination. {ECO:0000256|RuleBase:RU367001}."	"cell surface receptor signaling pathway [GO:0007166]; protein ubiquitination [GO:0016567]; regulation of signaling [GO:0023051]"	"GO:0001784; GO:0004842; GO:0005509; GO:0007166; GO:0016567; GO:0023051; GO:0047690"
"EGW08_021662"	202	109	93	241	115	126	207	100	107	"A0A3S1BML3"	"A0A3S1BML3_ELYCH"	"Insulin-like domain-containing protein"	216	""	""	"GO:0005179; GO:0005576"
"EGW08_021663"	1	0	1	1	0	1	0	0	0	"A0A433SN68"	"A0A433SN68_ELYCH"	"Uncharacterized protein"	582	""	""	""
"EGW08_021664"	8	2	6	14	9	5	13	5	8	"A0A433SMZ1"	"A0A433SMZ1_ELYCH"	"C-type lectin domain-containing protein"	126	""	""	""
"EGW08_021665"	2	1	1	4	2	2	2	2	0	"A0A433SN18"	"A0A433SN18_ELYCH"	"Calponin-homology (CH) domain-containing protein"	112	""	"regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]"	"GO:0023051; GO:0030155"
"EGW08_021666"	39	20	19	48	17	31	33	20	13	"A0A3S1AYL4"	"A0A3S1AYL4_ELYCH"	"BTB/POZ domain-containing protein 9"	661	""	""	""
"EGW08_021667"	49	28	21	67	36	31	72	33	39	"A0A3S1AX44"	"A0A3S1AX44_ELYCH"	"tRNA (guanine(37)-N1)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5 homolog)"	546	""	""	"GO:0005634; GO:0005759; GO:0052906"
"EGW08_021668"	4	1	3	5	2	3	3	1	2	"A0A3S1H1X4"	"A0A3S1H1X4_ELYCH"	"Uncharacterized protein"	118	""	""	""
"EGW08_021669"	11	4	7	12	6	6	15	12	3	"A0A3S0ZM35"	"A0A3S0ZM35_ELYCH"	"EF-hand domain-containing protein"	386	""	""	"GO:0016020"
"EGW08_021670"	32	17	15	44	22	22	50	22	28	"A0A433SMX7"	"A0A433SMX7_ELYCH"	"Gamma-butyrobetaine dioxygenase"	430	"PATHWAY: Amine and polyamine biosynthesis; carnitine biosynthesis. {ECO:0000256|ARBA:ARBA00005022}."	"carnitine biosynthetic process [GO:0045329]"	"GO:0045329; GO:0046872; GO:0051213"
"EGW08_021671"	13	7	6	20	10	10	19	8	11	"A0A3S0ZAM8"	"A0A3S0ZAM8_ELYCH"	"Galectin"	131	""	""	"GO:0030246"
"EGW08_021672"	0	0	0	2	2	0	0	0	0	"A0A3S0ZAM0"	"A0A3S0ZAM0_ELYCH"	"Uncharacterized protein"	522	""	""	""
"EGW08_021673"	3	0	3	2	1	1	2	1	1	"A0A3S1BMK3"	"A0A3S1BMK3_ELYCH"	"Uncharacterized protein"	2247	""	""	""
"EGW08_021674"	0	0	0	0	0	0	0	0	0	"A0A3S1AS53"	"A0A3S1AS53_ELYCH"	"Uncharacterized protein"	256	""	""	""
"EGW08_021675"	4	4	0	4	1	3	4	4	0	"A0A3S0Z6P3"	"A0A3S0Z6P3_ELYCH"	"WH1 domain-containing protein"	475	""	""	""
"EGW08_021676"	235	115	120	230	112	118	235	118	117	"A0A433SMZ8"	"A0A433SMZ8_ELYCH"	"Uncharacterized protein"	517	""	""	"GO:0005634"
"EGW08_021677"	67	32	35	70	40	30	66	37	29	"A0A3S1B2V0"	"A0A3S1B2V0_ELYCH"	"Endoplasmic reticulum resident protein 29"	257	""	"protein secretion [GO:0009306]"	"GO:0005788; GO:0009306"
"EGW08_021678"	34	17	17	29	17	12	21	9	12	"A0A3S0Z4K2"	"A0A3S0Z4K2_ELYCH"	"Spindle and kinetochore-associated protein 2 (Protein FAM33A)"	262	""	"cell division [GO:0051301]; chromosome segregation [GO:0007059]"	"GO:0000940; GO:0005737; GO:0005876; GO:0007059; GO:0008017; GO:0051301"
"EGW08_021679"	14	8	6	19	7	12	16	5	11	"A0A433SMY5"	"A0A433SMY5_ELYCH"	"TLC domain-containing protein"	304	""	""	"GO:0016020"
"EGW08_021680"	29	10	19	28	13	15	34	13	21	"A0A433SN09"	"A0A433SN09_ELYCH"	"Major facilitator superfamily (MFS) profile domain-containing protein"	492	""	""	"GO:0016020; GO:0022857"
"EGW08_021681"	85	50	35	102	63	39	103	54	49	"A0A433SMY7"	"A0A433SMY7_ELYCH"	"Nose resistant-to-fluoxetine protein N-terminal domain-containing protein"	794	""	""	"GO:0016020; GO:0016747"
"EGW08_021682"	0	0	0	0	0	0	0	0	0	"A0A3S1H1W4"	"A0A3S1H1W4_ELYCH"	"C-type lectin domain-containing protein"	124	""	""	""
"EGW08_021683"	63	38	26	81	37	45	75	38	37	"A0A433SN49"	"A0A433SN49_ELYCH"	"EamA domain-containing protein"	506	""	""	"GO:0016020"
"EGW08_021684"	56	26	31	64	23	41	76	41	35	"A0A3S0ZM27"	"A0A3S0ZM27_ELYCH"	"Uncharacterized protein"	194	""	""	""
"EGW08_021685"	88	46	42	88	42	47	89	48	41	"A0A433SMZ9"	"A0A433SMZ9_ELYCH"	"WAP domain-containing protein"	539	""	""	"GO:0005576; GO:0030414"
"EGW08_021686"	11	8	3	14	8	6	15	8	7	"A0A433SN15"	"A0A433SN15_ELYCH"	"Uncharacterized protein"	460	""	""	"GO:0016020"
"EGW08_021687"	0	0	0	0	0	0	0	0	0	"A0A3S0Z4J2"	"A0A3S0Z4J2_ELYCH"	"SRCR domain-containing protein"	205	""	""	""
"EGW08_021688"	3	2	1	10	5	5	4	3	1	"A0A433SMW6"	"A0A433SMW6_ELYCH"	"KIND domain-containing protein"	136	""	"actin nucleation [GO:0045010]; protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]"	"GO:0003779; GO:0005856; GO:0005886; GO:0015031; GO:0016192; GO:0030659; GO:0045010"
"EGW08_021689"	0	0	0	1	1	0	0	0	0	"A0A3S1AYK4"	"A0A3S1AYK4_ELYCH"	"Hexosyltransferase (EC 2.4.1.-)"	109	""	"protein glycosylation [GO:0006486]"	"GO:0000139; GO:0006486; GO:0016758"
"EGW08_021690"	0	0	0	1	0	1	1	1	0	"A0A433SN05"	"A0A433SN05_ELYCH"	"Uncharacterized protein"	460	""	""	""
"EGW08_021691"	0	0	0	0	0	0	0	0	0	"A0A433SN07"	"A0A433SN07_ELYCH"	"Uncharacterized protein"	261	""	""	""
"EGW08_021692"	480	240	240	583	289	294	558	289	269	"A0A433SMV7"	"A0A433SMV7_ELYCH"	"Carboxylesterase type B domain-containing protein"	349	""	""	""
"EGW08_021693"	1	1	0	2	1	1	6	3	3	"A0A433SN08"	"A0A433SN08_ELYCH"	"Uncharacterized protein"	196	""	""	""
"EGW08_021694"	0	0	0	0	0	0	0	0	0	"A0A3S1AX34"	"A0A3S1AX34_ELYCH"	"Uncharacterized protein"	183	""	""	""
"EGW08_021695"	55	30	25	47	30	17	57	32	25	"A0A433SMX8"	"A0A433SMX8_ELYCH"	"TNFR-Cys domain-containing protein"	867	""	""	"GO:0016020"
"EGW08_021696"	274	146	128	337	183	154	263	144	119	"A0A3S1B2U0"	"A0A3S1B2U0_ELYCH"	"Uncharacterized protein"	458	""	"chromatin organization [GO:0006325]"	"GO:0003677; GO:0005634; GO:0006325"
"EGW08_021697"	392	202	190	478	249	229	448	224	224	"A0A3S1AS43"	"A0A3S1AS43_ELYCH"	"DUSP domain-containing protein"	572	""	"protein homooligomerization [GO:0051260]"	"GO:0004843; GO:0051260"
"EGW08_021698"	43	18	25	39	29	10	47	23	24	"A0A3S0Z6N4"	"A0A3S0Z6N4_ELYCH"	"Gla domain-containing protein"	164	""	""	"GO:0016020"
"EGW08_021699"	8	7	1	13	2	11	11	5	6	"A0A433SMV1"	"A0A433SMV1_ELYCH"	"Uncharacterized protein"	307	""	""	""
"EGW08_021700"	103	62	41	116	57	59	106	73	33	"A0A433SMV8"	"A0A433SMV8_ELYCH"	"Right handed beta helix domain-containing protein"	170	""	""	""
"EGW08_021701"	51	27	24	68	34	34	64	35	29	"A0A433SMV4"	"A0A433SMV4_ELYCH"	"Large ribosomal subunit protein bL9m (39S ribosomal protein L9, mitochondrial)"	148	""	"translation [GO:0006412]"	"GO:0003735; GO:0005840; GO:0006412; GO:1990904"
"EGW08_021702"	62	37	25	55	28	27	62	25	37	"A0A433SMY3"	"A0A433SMY3_ELYCH"	"FAS1 domain-containing protein"	162	""	""	"GO:0016020"
"EGW08_021703"	40	22	18	58	29	29	57	26	31	"A0A433SMZ7"	"A0A433SMZ7_ELYCH"	"FAS1 domain-containing protein"	487	""	"transmembrane transport [GO:0055085]"	"GO:0016020; GO:0055085"
"EGW08_021704"	9	4	5	12	7	5	10	6	4	"A0A3S1BMJ5"	"A0A3S1BMJ5_ELYCH"	"FAS1 domain-containing protein"	144	""	""	""
"EGW08_021705"	138	63	75	173	89	84	144	71	73	"A0A3S0ZM19"	"A0A3S0ZM19_ELYCH"	"argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)"	231	"PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; L-arginine from L-ornithine and carbamoyl phosphate: step 2/3. {ECO:0000256|ARBA:ARBA00004967}."	"arginine biosynthetic process [GO:0006526]"	"GO:0004055; GO:0005524; GO:0006526"
"EGW08_021706"	405	205	200	524	233	291	510	253	257	"A0A3S0ZAL2"	"A0A3S0ZAL2_ELYCH"	"Granulins domain-containing protein"	176	""	""	""
"EGW08_021707"	13	2	11	16	5	11	16	5	11	"A0A433SMZ3"	"A0A433SMZ3_ELYCH"	"Replicase polyprotein 1a"	211	""	""	""
"EGW08_021708"	10	5	5	17	7	10	4	0	4	"A0A3S1AX26"	"A0A3S1AX26_ELYCH"	"Uncharacterized protein"	317	""	""	""
"EGW08_021709"	43	23	20	60	31	29	64	36	28	"A0A3S1H1V1"	"A0A3S1H1V1_ELYCH"	"DMAP1-binding domain-containing protein"	912	""	""	""
"EGW08_021710"	0	0	0	0	0	0	0	0	0	"A0A3S1AYJ4"	"A0A3S1AYJ4_ELYCH"	"Uncharacterized protein"	130	""	""	""
"EGW08_021711"	14	7	7	23	6	17	11	6	5	"A0A433SMX4"	"A0A433SMX4_ELYCH"	"Next to BRCA1 central domain-containing protein"	231	""	""	""
"EGW08_021712"	32	6	26	52	21	31	34	16	18	"A0A3S1B2T3"	"A0A3S1B2T3_ELYCH"	"Phospholipid scramblase"	106	""	""	"GO:0017128"
"EGW08_021713"	12	5	7	26	11	15	24	12	12	"A0A3S0Z4I2"	"A0A3S0Z4I2_ELYCH"	"DUF4549 domain-containing protein"	669	""	""	""
"EGW08_021714"	46	31	15	58	27	31	40	18	22	"A0A433SMT6"	"A0A433SMT6_ELYCH"	"Cilia- and flagella-associated protein 157"	415	""	""	""
"EGW08_021715"	234	131	103	307	170	137	296	148	148	"A0A433SMZ2"	"A0A433SMZ2_ELYCH"	"2-hydroxyacyl-CoA lyase 2 (IlvB-like protein)"	635	""	""	"GO:0000287; GO:0003824; GO:0016020; GO:0030976"
"EGW08_021716"	13	6	7	16	6	10	14	8	6	"A0A3S1H1U0"	"A0A3S1H1U0_ELYCH"	"L-Fucosyltransferase"	909	""	""	""
"EGW08_021717"	2	0	2	4	1	3	2	1	1	"A0A3S0ZM12"	"A0A3S0ZM12_ELYCH"	"SMB domain-containing protein"	711	""	""	""
"EGW08_021718"	9	6	3	15	6	9	16	9	7	"A0A3S0ZAK4"	"A0A3S0ZAK4_ELYCH"	"Uncharacterized protein"	130	""	"autophagosome assembly [GO:0000045]"	"GO:0000045"
"EGW08_021719"	80	42	38	78	32	46	105	61	44	"A0A3S1BMI5"	"A0A3S1BMI5_ELYCH"	"Uncharacterized protein"	188	""	"potassium ion transport [GO:0006813]; sodium ion transport [GO:0006814]"	"GO:0005890; GO:0006813; GO:0006814"
"EGW08_021720"	2	2	0	2	2	0	5	2	3	"A0A433SMY4"	"A0A433SMY4_ELYCH"	"Uncharacterized protein"	188	""	""	"GO:0016020"
"EGW08_021721"	101	53	48	114	62	52	111	49	62	"A0A3S1AS39"	"A0A3S1AS39_ELYCH"	"ZP domain-containing protein"	119	""	"potassium ion transport [GO:0006813]; sodium ion transport [GO:0006814]"	"GO:0005890; GO:0006813; GO:0006814"
"EGW08_021722"	1938	1023	915	2257	1159	1098	2232	1121	1111	"A0A3S0Z6M8"	"A0A3S0Z6M8_ELYCH"	"Sodium/potassium-transporting ATPase subunit beta"	296	""	"potassium ion transport [GO:0006813]; sodium ion transport [GO:0006814]"	"GO:0005890; GO:0006813; GO:0006814"
"EGW08_021723"	77	40	37	84	40	44	98	53	45	"A0A433SMT9"	"A0A433SMT9_ELYCH"	"Ig-like domain-containing protein"	157	""	""	""
"EGW08_021724"	227	130	125	255	157	149	246	139	143	"A0A3S1AYI4"	"A0A3S1AYI4_ELYCH"	"EF-hand domain-containing protein"	1544	""	""	"GO:0005509; GO:0016020"
"EGW08_021725"	0	15	13	0	29	22	0	18	18	"A0A3S1AX18"	"A0A3S1AX18_ELYCH"	"Uncharacterized protein"	135	""	""	""
"EGW08_021726"	28	12	16	28	12	16	25	13	12	"A0A433SMX9"	"A0A433SMX9_ELYCH"	"Uncharacterized protein"	167	""	""	"GO:0016020"
"EGW08_021727"	116	54	62	139	60	79	122	68	54	"A0A433SMY1"	"A0A433SMY1_ELYCH"	"Uncharacterized protein"	2631	""	""	""
"EGW08_021728"	0	0	0	2	1	1	1	0	1	"A0A433SMV6"	"A0A433SMV6_ELYCH"	"DNA polymerase delta subunit 3"	147	""	""	""
"EGW08_021729"	681	357	324	773	375	398	767	397	370	"A0A3S1AS31"	"A0A3S1AS31_ELYCH"	"Ferritin (EC 1.16.3.1)"	283	""	"intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]"	"GO:0004322; GO:0006826; GO:0006879; GO:0008199"
"EGW08_021730"	1252	621	631	1454	749	705	1381	700	681	"A0A433SMX2"	"A0A433SMX2_ELYCH"	"C-type lectin domain-containing protein"	1184	""	""	"GO:0005509; GO:0110165"
"EGW08_021731"	60	36	24	79	44	35	77	40	37	"A0A3S0Z6L9"	"A0A3S0Z6L9_ELYCH"	"C-type lectin domain-containing protein"	227	""	""	""
"EGW08_021732"	55	30	25	57	19	38	64	35	29	"A0A3S1B2S3"	"A0A3S1B2S3_ELYCH"	"Nudix hydrolase domain-containing protein"	212	""	""	"GO:0016818; GO:0046872"
"EGW08_021733"	54	31	23	94	43	51	65	30	35	"A0A3S0Z4H5"	"A0A3S0Z4H5_ELYCH"	"Uncharacterized protein"	694	""	"centrosome cycle [GO:0007098]"	"GO:0005813; GO:0007098"
"EGW08_021734"	5	0	5	5	5	0	3	1	2	"A0A433SMV2"	"A0A433SMV2_ELYCH"	"WAP domain-containing protein"	291	""	""	"GO:0005576; GO:0030414"
"EGW08_021735"	0	0	0	0	0	0	0	0	0	"A0A433SMX3"	"A0A433SMX3_ELYCH"	"Uncharacterized protein"	254	""	""	""
"EGW08_021736"	48	26	22	53	24	29	60	30	30	"A0A3S1AX10"	"A0A3S1AX10_ELYCH"	"Aminoacyl-transfer RNA synthetases class-II family profile domain-containing protein"	517	""	"tRNA aminoacylation for protein translation [GO:0006418]"	"GO:0004812; GO:0005524; GO:0005737; GO:0006418"
"EGW08_021737"	46	18	28	49	21	28	49	32	17	"A0A3S1H1T0"	"A0A3S1H1T0_ELYCH"	"LRRCT domain-containing protein"	1079	""	""	"GO:0016020"
"EGW08_021738"	6	3	3	6	2	4	18	11	7	"A0A433SMR5"	"A0A433SMR5_ELYCH"	"HTH OST-type domain-containing protein"	198	""	""	""
"EGW08_021739"	16	8	8	17	9	8	14	5	9	"A0A3S0ZM00"	"A0A3S0ZM00_ELYCH"	"B box-type domain-containing protein"	118	""	""	""
"EGW08_021740"	12	6	6	10	7	3	15	5	10	"A0A3S0ZAJ3"	"A0A3S0ZAJ3_ELYCH"	"RING-type domain-containing protein"	185	""	""	"GO:0005737; GO:0046872"
"EGW08_021741"	27	16	11	42	20	22	28	15	13	"A0A3S1BMH3"	"A0A3S1BMH3_ELYCH"	"BTB domain-containing protein"	470	""	""	""
"EGW08_021742"	7	2	5	7	5	2	4	2	2	"A0A433SMS4"	"A0A433SMS4_ELYCH"	"IBB domain-containing protein"	119	""	""	""
"EGW08_021743"	0	0	0	0	0	0	0	0	0	"A0A433SMV5"	"A0A433SMV5_ELYCH"	"Uncharacterized protein"	247	""	"nucleosome assembly [GO:0006334]"	"GO:0000786; GO:0003677; GO:0006334; GO:0030527"
"EGW08_021744"	15	9	6	26	13	13	16	6	10	"A0A3S1AYH7"	"A0A3S1AYH7_ELYCH"	"IRF tryptophan pentad repeat domain-containing protein"	235	""	""	"GO:0000976"
"EGW08_021745"	51	39	22	66	38	33	46	28	24	"A0A433SMR2"	"A0A433SMR2_ELYCH"	"Uncharacterized protein"	369	""	""	""
"EGW08_021746"	580	269	321	647	315	337	661	306	361	"A0A433SMU4"	"A0A433SMU4_ELYCH"	"Sas10 C-terminal domain-containing protein"	418	""	""	""
"EGW08_021747"	95	40	55	83	41	42	95	59	36	"A0A433SMV9"	"A0A433SMV9_ELYCH"	"BLUF domain-containing protein"	250	""	""	""
"EGW08_021748"	101	48	53	104	46	58	105	51	54	"A0A433SMW2"	"A0A433SMW2_ELYCH"	"Protoheme IX farnesyltransferase, mitochondrial (Heme O synthase)"	500	""	"heme biosynthetic process [GO:0006783]"	"GO:0006783; GO:0008495; GO:0031966"
"EGW08_021749"	22	11	11	28	12	16	34	16	18	"A0A433SMP9"	"A0A433SMP9_ELYCH"	"Dynactin subunit 4"	154	""	""	"GO:0005815; GO:0005869; GO:0005938; GO:0030017"
"EGW08_021750"	364	275	276	451	327	338	397	324	291	"A0A433SMW0"	"A0A433SMW0_ELYCH"	"Calx-beta domain-containing protein"	820	""	"cell communication [GO:0007154]"	"GO:0005432; GO:0005516; GO:0005886; GO:0007154; GO:0046872"
"EGW08_021751"	0	100	87	0	118	96	0	113	105	"A0A3S1B2R3"	"A0A3S1B2R3_ELYCH"	"Methyltransferase domain-containing protein"	158	""	""	""
"EGW08_021752"	41	21	20	58	32	26	56	39	17	"A0A3S0Z4G7"	"A0A3S0Z4G7_ELYCH"	"Uncharacterized protein"	536	""	""	"GO:0016020; GO:0022857"
"EGW08_021753"	84	43	41	79	38	41	76	39	37	"A0A3S0Z6L3"	"A0A3S0Z6L3_ELYCH"	"Chloride channel protein"	933	""	""	"GO:0005247; GO:0016020"
"EGW08_021754"	3	1	2	4	2	2	1	1	0	"A0A433SMQ2"	"A0A433SMQ2_ELYCH"	"Uncharacterized protein"	260	""	""	""
"EGW08_021755"	0	0	0	0	0	0	1	0	1	"A0A3S1BMG6"	"A0A3S1BMG6_ELYCH"	"Endonuclease/exonuclease/phosphatase domain-containing protein"	204	""	""	"GO:0003824"
"EGW08_021756"	115	57	58	151	80	71	141	76	65	"A0A3S1AS25"	"A0A3S1AS25_ELYCH"	"Uncharacterized protein"	594	""	""	""
"EGW08_021757"	0	0	0	0	0	0	0	0	0	"A0A433SMV0"	"A0A433SMV0_ELYCH"	"REJ domain-containing protein"	115	""	""	""
"EGW08_021758"	0	0	0	0	0	0	0	0	0	"A0A3S0ZLZ3"	"A0A3S0ZLZ3_ELYCH"	"Uncharacterized protein"	180	""	""	""
"EGW08_021759"	91	43	48	98	47	51	91	39	52	"A0A3S0ZAI3"	"A0A3S0ZAI3_ELYCH"	"ASD1 domain-containing protein"	1312	""	""	""
"EGW08_021760"	0	0	0	0	0	0	0	0	0	"A0A433SMR3"	"A0A433SMR3_ELYCH"	"Histidine-rich glycoprotein-like"	241	""	""	""
"EGW08_021761"	0	0	0	0	0	0	0	0	0	"A0A3S1H1R9"	"A0A3S1H1R9_ELYCH"	"Uncharacterized protein"	194	""	""	"GO:0016020"
"EGW08_021762"	38	16	22	41	18	23	16	8	8	"A0A433SMR9"	"A0A433SMR9_ELYCH"	"Uncharacterized protein"	382	""	""	""
"EGW08_021763"	8	4	4	13	6	8	6	2	5	"A0A433SMU0"	"A0A433SMU0_ELYCH"	"Tc1-like transposase DDE domain-containing protein"	312	""	""	"GO:0003676"
"EGW08_021764"	30	16	14	14	6	8	19	12	7	"A0A3S1AYG5"	"A0A3S1AYG5_ELYCH"	"Uncharacterized protein"	189	""	""	"GO:0016020"
"EGW08_021765"	233	126	107	302	162	141	249	138	112	"A0A3S1AX03"	"A0A3S1AX03_ELYCH"	"Uncharacterized protein"	111	""	""	""
"EGW08_021766"	4	1	3	3	1	2	4	2	2	"A0A433SMU8"	"A0A433SMU8_ELYCH"	"C-type lectin domain-containing protein"	417	""	""	""
"EGW08_021767"	1	1	0	0	0	0	0	0	0	"A0A433SMP7"	"A0A433SMP7_ELYCH"	"C-type lectin domain-containing protein"	624	""	""	"GO:0016020"
"EGW08_021768"	159	85	74	174	79	95	172	84	88	"A0A433SMQ3"	"A0A433SMQ3_ELYCH"	"39S ribosomal protein L4, mitochondrial"	337	""	"translation [GO:0006412]"	"GO:0003735; GO:0005840; GO:0006412; GO:1990904"
"EGW08_021769"	55	28	27	67	29	38	56	34	22	"A0A3S0Z4F8"	"A0A3S0Z4F8_ELYCH"	"Centriolar and ciliogenesis-associated protein HYLS1 C-terminal domain-containing protein"	289	""	"cell projection organization [GO:0030030]"	"GO:0005737; GO:0005814; GO:0005929; GO:0030030"
"EGW08_021770"	0	0	0	0	0	0	0	0	0	"A0A433SMT1"	"A0A433SMT1_ELYCH"	"Pecanex-like protein"	917	""	""	""
"EGW08_021771"	1	0	1	0	0	0	0	0	0	"A0A433SMS9"	"A0A433SMS9_ELYCH"	"Uncharacterized protein"	570	""	""	""
"EGW08_021772"	2	1	1	2	2	0	0	0	0	"A0A3S1BMF4"	"A0A3S1BMF4_ELYCH"	"Uncharacterized protein"	721	""	""	""
"EGW08_021773"	0	0	0	0	0	0	0	0	0	"A0A3S1AS16"	"A0A3S1AS16_ELYCH"	"REJ domain-containing protein"	177	""	""	""
"EGW08_021774"	0	0	0	1	1	0	1	0	1	"A0A3S0Z6K6"	"A0A3S0Z6K6_ELYCH"	"Dynein heavy chain linker domain-containing protein"	353	""	"microtubule-based movement [GO:0007018]"	"GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959"
"EGW08_021775"	0	0	0	0	0	0	0	0	0	"A0A3S1B2Q7"	"A0A3S1B2Q7_ELYCH"	"Uncharacterized protein"	111	""	""	""
"EGW08_021776"	0	0	0	0	0	0	0	0	0	"A0A433SMT3"	"A0A433SMT3_ELYCH"	"Uncharacterized protein"	231	""	""	""
"EGW08_021777"	29	14	15	21	10	11	24	13	11	"A0A433SMS2"	"A0A433SMS2_ELYCH"	"Uncharacterized protein"	350	""	""	"GO:0016020"
"EGW08_021778"	312	142	170	385	203	182	341	178	163	"A0A3S1H1Q8"	"A0A3S1H1Q8_ELYCH"	"SRCR domain-containing protein"	1452	""	""	"GO:0005044; GO:0016020"
"EGW08_021779"	7	4	3	9	3	6	9	2	7	"A0A3S0ZLY4"	"A0A3S0ZLY4_ELYCH"	"SRCR domain-containing protein"	341	""	""	"GO:0005044; GO:0016020"
"EGW08_021780"	0	0	0	1	1	0	0	0	0	"A0A3S0ZAH6"	"A0A3S0ZAH6_ELYCH"	"Pyruvate kinase C-terminal domain-containing protein"	154	""	""	"GO:0000287; GO:0004743; GO:0030955"
"EGW08_021781"	0	0	0	0	0	0	1	0	1	"A0A3S1AWZ5"	"A0A3S1AWZ5_ELYCH"	"Uncharacterized protein"	830	""	""	""
"EGW08_021782"	0	0	0	5	0	5	6	4	2	"A0A3S0Z6J9"	"A0A3S0Z6J9_ELYCH"	"Integrase catalytic domain-containing protein"	856	""	"DNA integration [GO:0015074]"	"GO:0003676; GO:0005216; GO:0015074; GO:0016020"
"EGW08_021783"	18	9	9	15	10	5	9	5	4	"A0A3S1B2P7"	"A0A3S1B2P7_ELYCH"	"Uncharacterized protein"	117	""	""	""
"EGW08_021784"	1393	670	723	1645	812	833	1557	769	788	"A0A3S0Z4E8"	"A0A3S0Z4E8_ELYCH"	"K Homology domain-containing protein"	369	""	""	"GO:0003723"
"EGW08_021785"	395	197	198	446	244	202	420	213	207	"A0A3S1AYF7"	"A0A3S1AYF7_ELYCH"	"Cadherin domain-containing protein"	1142	""	"homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]"	"GO:0005509; GO:0007156; GO:0016020"
