Entry	Entry Name	Protein names	Gene Names	Length	Pathway	Gene Ontology (biological process)	Gene Ontology IDs
A0A433TK92	A0A433TK92_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_010247	218			GO:0016020
A0A433TK95	A0A433TK95_ELYCH	Uncharacterized protein	EGW08_010211	87			
A0A433TK96	A0A433TK96_ELYCH	Adapter molecule Crk	EGW08_010261	270			
A0A433TKA4	A0A433TKA4_ELYCH	Uncharacterized protein	EGW08_010218	97			
A0A433TKA5	A0A433TKA5_ELYCH	Uncharacterized protein	EGW08_010276	117			
A0A433TKA6	A0A433TKA6_ELYCH	JmjC domain-containing protein	EGW08_010253	580			
A0A433TKA7	A0A433TKA7_ELYCH	Apoptosis inhibitor 5	EGW08_010290	577			
A0A433TKB3	A0A433TKB3_ELYCH	CWF19-like protein 1	EGW08_010225	548			
A0A433TKB4	A0A433TKB4_ELYCH	Ig-like domain-containing protein	EGW08_010205	361			GO:0016020
A0A433TKB7	A0A433TKB7_ELYCH	Uncharacterized protein	EGW08_010193	246			
A0A433TKB9	A0A433TKB9_ELYCH	Uncharacterized protein	EGW08_010300	75			
A0A433TKC1	A0A433TKC1_ELYCH	Uncharacterized protein	EGW08_010269	193			
A0A433TKC3	A0A433TKC3_ELYCH	Fibronectin type-III domain-containing protein	EGW08_010301	3533			
A0A433TKC4	A0A433TKC4_ELYCH	Uncharacterized protein	EGW08_010235	131			
A0A433TKC5	A0A433TKC5_ELYCH	Receptor expression-enhancing protein	EGW08_010199	223			GO:0016020
A0A433TKC7	A0A433TKC7_ELYCH	Uncharacterized protein	EGW08_010206	75			
A0A433TKD2	A0A433TKD2_ELYCH	Aminoglycoside phosphotransferase domain-containing protein	EGW08_010250	280			
A0A433TKD5	A0A433TKD5_ELYCH	Uncharacterized protein	EGW08_010187	224			
A0A433TKD6	A0A433TKD6_ELYCH	Rho guanine nucleotide exchange factor 17	EGW08_010241	832			GO:0005085
A0A433TKD8	A0A433TKD8_ELYCH	leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase)	EGW08_010281	279		leucyl-tRNA aminoacylation [GO:0006429]	GO:0004823; GO:0005524; GO:0006429
A0A433TKE2	A0A433TKE2_ELYCH	Uncharacterized protein	EGW08_010156	125			GO:0016020
A0A433TKE4	A0A433TKE4_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_010260	368			GO:0016020; GO:0022857
A0A433TKE5	A0A433TKE5_ELYCH	Uncharacterized protein	EGW08_010198	166			
A0A433TKE9	A0A433TKE9_ELYCH	Apolipoprotein D	EGW08_010215	206		lipid transport [GO:0006869]	GO:0006869; GO:0008289
A0A433TKF3	A0A433TKF3_ELYCH	Uncharacterized protein	EGW08_010194	403			GO:0016020
A0A433TKF6	A0A433TKF6_ELYCH	Prominin-1-A-like	EGW08_010157	619			GO:0016020
A0A433TKF7	A0A433TKF7_ELYCH	Uncharacterized protein	EGW08_010182	222			GO:0016491
A0A433TKF8	A0A433TKF8_ELYCH	RRM domain-containing protein	EGW08_010228	176			GO:0003723
A0A433TKF9	A0A433TKF9_ELYCH	Uncharacterized protein	EGW08_010255	243			
A0A433TKG1	A0A433TKG1_ELYCH	PHD-type domain-containing protein	EGW08_010190	177			GO:0046872
A0A433TKG2	A0A433TKG2_ELYCH	Calcineurin-like phosphoesterase domain-containing protein	EGW08_010160	340		GPI anchor biosynthetic process [GO:0006506]	GO:0006506; GO:0016020; GO:0016787
A0A433TKG3	A0A433TKG3_ELYCH	SAM domain-containing protein	EGW08_010164	1660			
A0A433TKG5	A0A433TKG5_ELYCH	Sema domain-containing protein	EGW08_010144	514			GO:0030215
A0A433TKH5	A0A433TKH5_ELYCH	PDZ domain-containing protein	EGW08_010184	1187			
A0A433TKH7	A0A433TKH7_ELYCH	Uncharacterized protein	EGW08_010212	149			
A0A433TKH8	A0A433TKH8_ELYCH	Methyltransferase FkbM domain-containing protein	EGW08_010233	123			
A0A433TKH9	A0A433TKH9_ELYCH	Prolyl 4-hydroxylase alpha-subunit N-terminal domain-containing protein	EGW08_010180	340			GO:0004656; GO:0005783; GO:0016020
A0A433TKI1	A0A433TKI1_ELYCH	Uncharacterized protein	EGW08_010166	162			GO:0016020
A0A433TKI4	A0A433TKI4_ELYCH	Lipocalin/cytosolic fatty-acid binding domain-containing protein	EGW08_010216	128			GO:0008289
A0A433TKI5	A0A433TKI5_ELYCH	AIG1-type G domain-containing protein	EGW08_010122	516			GO:0005525
A0A433TKI6	A0A433TKI6_ELYCH	Peptidase S1 domain-containing protein	EGW08_010131	302			
A0A433TKI8	A0A433TKI8_ELYCH	Uncharacterized protein	EGW08_010222	166			GO:0016020
A0A433TKJ0	A0A433TKJ0_ELYCH	Uncharacterized protein	EGW08_010129	106			
A0A433TKJ2	A0A433TKJ2_ELYCH	Uncharacterized protein	EGW08_010207	1242			GO:0003774; GO:0005524; GO:0016459; GO:0051015
A0A433TKJ5	A0A433TKJ5_ELYCH	LRRNT domain-containing protein	EGW08_010097	393			
A0A433TKJ7	A0A433TKJ7_ELYCH	Uncharacterized protein	EGW08_010103	173			
A0A433TKJ9	A0A433TKJ9_ELYCH	Uncharacterized protein	EGW08_010155	116			
A0A433TKK0	A0A433TKK0_ELYCH	LisH domain-containing protein	EGW08_010137	751			
A0A433TKK4	A0A433TKK4_ELYCH	Lipocalin/cytosolic fatty-acid binding domain-containing protein	EGW08_010217	133			GO:0008289
A0A433TKK9	A0A433TKK9_ELYCH	Cadherin domain-containing protein	EGW08_010113	225			
A0A433TKL1	A0A433TKL1_ELYCH	G-protein coupled receptors family 2 profile 2 domain-containing protein	EGW08_010147	560		cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016020
A0A433TKL3	A0A433TKL3_ELYCH	Uncharacterized protein	EGW08_010192	272			
A0A433TKL4	A0A433TKL4_ELYCH	Uncharacterized protein	EGW08_010185	367			
A0A433TKL8	A0A433TKL8_ELYCH	Uncharacterized protein	EGW08_010114	231			
A0A433TKL9	A0A433TKL9_ELYCH	Uncharacterized protein	EGW08_010149	197			
A0A433TKM1	A0A433TKM1_ELYCH	Uncharacterized protein	EGW08_010081	129			
A0A433TKM9	A0A433TKM9_ELYCH	Cilia- and flagella-associated protein 61 N-terminal domain-containing protein	EGW08_010093	379			
A0A433TKN2	A0A433TKN2_ELYCH	Uncharacterized protein	EGW08_010152	156			
A0A433TKP4	A0A433TKP4_ELYCH	Protein YIPF	EGW08_010051	221		endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]	GO:0000139; GO:0006888
A0A433TKP7	A0A433TKP7_ELYCH	Uncharacterized protein	EGW08_010102	214			
A0A433TKP9	A0A433TKP9_ELYCH	G-protein coupled receptors family 2 profile 2 domain-containing protein	EGW08_010116	532		cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016020
A0A433TKQ5	A0A433TKQ5_ELYCH	Tyrosine specific protein phosphatases domain-containing protein	EGW08_010140	698		dephosphorylation [GO:0016311]	GO:0004438; GO:0016311
A0A433TKQ6	A0A433TKQ6_ELYCH	SMB domain-containing protein	EGW08_010061	776			
A0A433TKQ8	A0A433TKQ8_ELYCH	PiggyBac transposable element-derived protein domain-containing protein	EGW08_010078	295			
A0A433TKQ9	A0A433TKQ9_ELYCH	Uncharacterized protein	EGW08_010069	540			
A0A433TKR1	A0A433TKR1_ELYCH	Uncharacterized protein	EGW08_010112	332			GO:0016020
A0A433TKR3	A0A433TKR3_ELYCH	Syntaxin N-terminal domain-containing protein	EGW08_010123	183			
A0A433TKR5	A0A433TKR5_ELYCH	Uncharacterized protein	EGW08_010075	170			
A0A433TKR6	A0A433TKR6_ELYCH	Uncharacterized protein	EGW08_010141	382		DNA recombinase assembly [GO:0000730]; double-strand break repair via single-strand annealing [GO:0045002]	GO:0000730; GO:0005634; GO:0045002
A0A433TKR8	A0A433TKR8_ELYCH	Uncharacterized protein	EGW08_010071	109			
A0A433TKS0	A0A433TKS0_ELYCH	Uncharacterized protein	EGW08_010037	101			
A0A433TKS2	A0A433TKS2_ELYCH	Uncharacterized protein	EGW08_010088	1533			
A0A433TKS9	A0A433TKS9_ELYCH	Uncharacterized protein	EGW08_010039	265			
A0A433TKT0	A0A433TKT0_ELYCH	TNFR-Cys domain-containing protein	EGW08_010043	321			GO:0016020
A0A433TKT6	A0A433TKT6_ELYCH	Cytosolic fatty-acid binding proteins domain-containing protein	EGW08_010105	145			GO:0008289
A0A433TKT8	A0A433TKT8_ELYCH	Vitellogenin domain-containing protein	EGW08_010024	841			GO:0005319
A0A433TKT9	A0A433TKT9_ELYCH	Reverse transcriptase domain-containing protein	EGW08_010023	475			
A0A433TKU0	A0A433TKU0_ELYCH	Uncharacterized protein	EGW08_010056	331			
A0A433TKU5	A0A433TKU5_ELYCH	Uncharacterized protein	EGW08_010060	228			
A0A433TKU8	A0A433TKU8_ELYCH	C-type lectin domain-containing protein	EGW08_010074	312			
A0A433TKU9	A0A433TKU9_ELYCH	EGF-like domain-containing protein	EGW08_010115	413			GO:0005509
A0A433TKV1	A0A433TKV1_ELYCH	Fibrinogen C-terminal domain-containing protein	EGW08_010034	241			
A0A433TKV4	A0A433TKV4_ELYCH	GH18 domain-containing protein	EGW08_010066	168		carbohydrate metabolic process [GO:0005975]	GO:0004553; GO:0005975; GO:0008061
A0A433TKV6	A0A433TKV6_ELYCH	RNA (guanine-9-)-methyltransferase domain-containing protein 1	EGW08_010110	442		methylation [GO:0032259]; tRNA processing [GO:0008033]	GO:0005739; GO:0008033; GO:0008168; GO:0032259
A0A433TKV8	A0A433TKV8_ELYCH	Uncharacterized protein	EGW08_010013	787			
A0A433TKV9	A0A433TKV9_ELYCH	Laminin N-terminal domain-containing protein	EGW08_010005	329			
A0A433TKW1	A0A433TKW1_ELYCH	C2H2-type domain-containing protein	EGW08_010006	852			
A0A433TKW3	A0A433TKW3_ELYCH	Reverse transcriptase domain-containing protein	EGW08_010085	516			
A0A433TKW5	A0A433TKW5_ELYCH	Uncharacterized protein	EGW08_010080	182			GO:0016020
A0A433TKW6	A0A433TKW6_ELYCH	Glycosyltransferase 2-like domain-containing protein	EGW08_009981	541			GO:0016020; GO:0019187
A0A433TKW9	A0A433TKW9_ELYCH	Saposin B-type domain-containing protein	EGW08_010022	123			
A0A433TKX0	A0A433TKX0_ELYCH	PAS domain-containing protein	EGW08_010016	102			
A0A433TKX5	A0A433TKX5_ELYCH	Uncharacterized protein	EGW08_010057	150			
A0A433TKX6	A0A433TKX6_ELYCH	Uncharacterized protein	EGW08_009991	476			
A0A433TKX7	A0A433TKX7_ELYCH	DUF4685 domain-containing protein	EGW08_010018	586			
A0A433TKX8	A0A433TKX8_ELYCH	Hexosyltransferase (EC 2.4.1.-)	EGW08_010090	485		protein glycosylation [GO:0006486]	GO:0000139; GO:0006486; GO:0016758
A0A433TKY1	A0A433TKY1_ELYCH	Uncharacterized protein	EGW08_009995	1660			GO:0016020
A0A433TKY3	A0A433TKY3_ELYCH	EGF-like domain-containing protein	EGW08_009988	2229			GO:0005886
A0A433TKY5	A0A433TKY5_ELYCH	Uncharacterized protein	EGW08_010008	2649			
A0A433TKY7	A0A433TKY7_ELYCH	Fibrinogen C-terminal domain-containing protein	EGW08_010004	506			
A0A433TKY9	A0A433TKY9_ELYCH	Uncharacterized protein	EGW08_009970	218			
A0A433TKZ2	A0A433TKZ2_ELYCH	Uncharacterized protein	EGW08_009978	122			
A0A433TKZ5	A0A433TKZ5_ELYCH	Uncharacterized protein	EGW08_010063	1169		carbohydrate metabolic process [GO:0005975]	GO:0005975; GO:0008061
A0A433TKZ6	A0A433TKZ6_ELYCH	Uncharacterized protein	EGW08_009971	308		peptidyl-aspartic acid hydroxylation [GO:0042264]	GO:0042264; GO:0062101
A0A433TKZ8	A0A433TKZ8_ELYCH	ELMO domain-containing protein	EGW08_009980	292			GO:0016020
A0A433TL00	A0A433TL00_ELYCH	Uncharacterized protein	EGW08_010058	240			
A0A433TL02	A0A433TL02_ELYCH	Protein kinase domain-containing protein	EGW08_010019	317		protein phosphorylation [GO:0006468]	GO:0004674; GO:0005524; GO:0006468
A0A433TL05	A0A433TL05_ELYCH	RING-type domain-containing protein	EGW08_010073	390		regulation of apoptotic process [GO:0042981]; signal transduction [GO:0007165]	GO:0005737; GO:0007165; GO:0008270; GO:0042981
A0A433TL08	A0A433TL08_ELYCH	Amine oxidase domain-containing protein	EGW08_009948	558			GO:0016491
A0A433TL09	A0A433TL09_ELYCH	Uncharacterized protein	EGW08_009986	379			
A0A433TL12	A0A433TL12_ELYCH	Chitin-binding type-4 domain-containing protein	EGW08_009925	174			
A0A433TL13	A0A433TL13_ELYCH	Uncharacterized protein	EGW08_009965	127			
A0A433TL17	A0A433TL17_ELYCH	3CxxC-type domain-containing protein	EGW08_010041	108			GO:0110165
A0A433TL20	A0A433TL20_ELYCH	RRM domain-containing protein	EGW08_009973	650			GO:0003723
A0A433TL22	A0A433TL22_ELYCH	SAM domain-containing protein	EGW08_010001	1054			
A0A433TL27	A0A433TL27_ELYCH	Protein kinase domain-containing protein	EGW08_010020	219		protein phosphorylation [GO:0006468]	GO:0004674; GO:0005524; GO:0006468
A0A433TL28	A0A433TL28_ELYCH	Uncharacterized protein	EGW08_009968	337			
A0A433TL31	A0A433TL31_ELYCH	Reverse transcriptase domain-containing protein	EGW08_009979	840			
A0A433TL32	A0A433TL32_ELYCH	C-type lectin domain-containing protein	EGW08_009939	226			
A0A433TL36	A0A433TL36_ELYCH	Uncharacterized protein	EGW08_009975	107			
A0A433TL37	A0A433TL37_ELYCH	Flavin-containing monooxygenase (EC 1.-.-.-)	EGW08_009932	90			GO:0004499; GO:0050660; GO:0050661
A0A433TL43	A0A433TL43_ELYCH	NADP-dependent oxidoreductase domain-containing protein	EGW08_009956	329			
A0A433TL46	A0A433TL46_ELYCH	Uncharacterized protein	EGW08_010007	111			
A0A433TL47	A0A433TL47_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_009924	198			GO:0016020
A0A433TL52	A0A433TL52_ELYCH	EF-hand domain-containing protein	EGW08_009993	400			GO:0005509
A0A433TL56	A0A433TL56_ELYCH	Uncharacterized protein	EGW08_009910	607			
A0A433TL58	A0A433TL58_ELYCH	Carboxylesterase type B domain-containing protein	EGW08_009934	280			GO:0016020; GO:0016787
A0A433TL59	A0A433TL59_ELYCH	WH2 domain-containing protein	EGW08_010012	462			GO:0003779
A0A433TL62	A0A433TL62_ELYCH	Uncharacterized protein	EGW08_010017	207			
A0A433TL63	A0A433TL63_ELYCH	DH domain-containing protein	EGW08_009896	620		intracellular signal transduction [GO:0035556]	GO:0005085; GO:0035556
A0A433TL64	A0A433TL64_ELYCH	SMB domain-containing protein	EGW08_009930	675			
A0A433TL69	A0A433TL69_ELYCH	ATP-binding cassette sub-family E member 1	EGW08_009984	565			GO:0005524; GO:0090729
A0A433TL71	A0A433TL71_ELYCH	UBX domain-containing protein	EGW08_009920	180			
A0A433TL72	A0A433TL72_ELYCH	Uncharacterized protein	EGW08_009989	268			GO:0016020
A0A433TL76	A0A433TL76_ELYCH	VDE lipocalin domain-containing protein	EGW08_009953	124			
A0A433TL79	A0A433TL79_ELYCH	Uncharacterized protein	EGW08_009912	236			
A0A433TL81	A0A433TL81_ELYCH	K Homology domain-containing protein	EGW08_009972	441			GO:0003723
A0A433TL83	A0A433TL83_ELYCH	Uncharacterized protein	EGW08_009994	250			
A0A433TL84	A0A433TL84_ELYCH	Caspase recruitment domain-containing protein	EGW08_009882	755		immune system process [GO:0002376]; response to stimulus [GO:0050896]	GO:0002376; GO:0050896
A0A433TL88	A0A433TL88_ELYCH	RNase H type-1 domain-containing protein	EGW08_009908	453			GO:0003676; GO:0004523
A0A433TL90	A0A433TL90_ELYCH	Transient receptor ion channel domain-containing protein	EGW08_009914	923			GO:0005262; GO:0016020
A0A433TL91	A0A433TL91_ELYCH	Neurotransmitter-gated ion-channel ligand-binding domain-containing protein	EGW08_009903	497			GO:0004888; GO:0005230; GO:0016020
A0A433TL92	A0A433TL92_ELYCH	Arrestin-like N-terminal domain-containing protein	EGW08_009927	240			
A0A433TL93	A0A433TL93_ELYCH	Dynein heavy chain C-terminal domain-containing protein	EGW08_009831	307		microtubule-based movement [GO:0007018]	GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959
A0A433TL94	A0A433TL94_ELYCH	Amine oxidase domain-containing protein	EGW08_009949	565			GO:0016491
A0A433TL95	A0A433TL95_ELYCH	Uncharacterized protein	EGW08_009825	113			
A0A433TL97	A0A433TL97_ELYCH	Non-specific serine/threonine protein kinase	EGW08_009895	1776			GO:0005085; GO:0005737
A0A433TL99	A0A433TL99_ELYCH	Uncharacterized protein	EGW08_009918	263			
A0A433TLA4	A0A433TLA4_ELYCH	Dynein heavy chain coiled coil stalk domain-containing protein	EGW08_009835	108		microtubule-based movement [GO:0007018]	GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959
A0A433TLA6	A0A433TLA6_ELYCH	Enoyl reductase (ER) domain-containing protein	EGW08_009954	322			GO:0016491
A0A433TLA7	A0A433TLA7_ELYCH	Dynein heavy chain linker domain-containing protein	EGW08_009841	919			
A0A433TLA8	A0A433TLA8_ELYCH	Transmembrane protein 199	EGW08_009867	194		vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]	GO:0005789; GO:0070072
A0A433TLB0	A0A433TLB0_ELYCH	Uncharacterized protein	EGW08_009891	528			
A0A433TLB2	A0A433TLB2_ELYCH	Ubiquitinyl hydrolase 1	EGW08_009969	507			GO:0004843; GO:0005509
A0A433TLB4	A0A433TLB4_ELYCH	Uncharacterized protein	EGW08_009849	127			
A0A433TLB7	A0A433TLB7_ELYCH	Uncharacterized protein	EGW08_009964	261			
A0A433TLB8	A0A433TLB8_ELYCH	Uncharacterized protein	EGW08_009869	407			
A0A433TLC0	A0A433TLC0_ELYCH	Dynein heavy chain region D6 P-loop domain-containing protein	EGW08_009832	144		microtubule-based movement [GO:0007018]	GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959
A0A433TLC1	A0A433TLC1_ELYCH	CUB domain-containing protein	EGW08_009915	172			
A0A433TLC2	A0A433TLC2_ELYCH	Carboxylesterase type B domain-containing protein	EGW08_009933	306			
A0A433TLC8	A0A433TLC8_ELYCH	Uncharacterized protein	EGW08_009879	207			
A0A433TLD0	A0A433TLD0_ELYCH	Uncharacterized protein	EGW08_009928	344			
A0A433TLD3	A0A433TLD3_ELYCH	Protein-tyrosine-phosphatase	EGW08_009807	626		protein dephosphorylation [GO:0006470]	GO:0004725; GO:0006470
A0A433TLD4	A0A433TLD4_ELYCH	RUN domain-containing protein	EGW08_009873	357			
A0A433TLD9	A0A433TLD9_ELYCH	Uncharacterized protein	EGW08_009898	110			
A0A433TLE9	A0A433TLE9_ELYCH	Polycystin cation channel PKD1/PKD2 domain-containing protein	EGW08_009921	331			GO:0005509; GO:0016020
A0A433TLF6	A0A433TLF6_ELYCH	Solute carrier family 40 protein	EGW08_009821	451			GO:0016020
A0A433TLF9	A0A433TLF9_ELYCH	Uncharacterized protein	EGW08_009785	147			
A0A433TLG2	A0A433TLG2_ELYCH	Guanylate kinase/L-type calcium channel beta subunit domain-containing protein	EGW08_009894	529			GO:0005245; GO:0005891
A0A433TLG3	A0A433TLG3_ELYCH	C1q domain-containing protein	EGW08_009916	236			
A0A433TLG4	A0A433TLG4_ELYCH	Uncharacterized protein	EGW08_009818	262			
A0A433TLG6	A0A433TLG6_ELYCH	Uncharacterized protein	EGW08_009789	111			
A0A433TLG8	A0A433TLG8_ELYCH	Dynein heavy chain hydrolytic ATP-binding dynein motor region domain-containing protein	EGW08_009840	387		microtubule-based movement [GO:0007018]	GO:0005524; GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959
A0A433TLG9	A0A433TLG9_ELYCH	Uncharacterized protein	EGW08_009856	179			
A0A433TLH2	A0A433TLH2_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_009904	142			GO:0016020
A0A433TLH6	A0A433TLH6_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_009763	207			GO:0016020; GO:0022857
A0A433TLH7	A0A433TLH7_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_009820	633			GO:0016020
A0A433TLI8	A0A433TLI8_ELYCH	IgGFc-binding protein N-terminal domain-containing protein	EGW08_009788	149			
A0A433TLI9	A0A433TLI9_ELYCH	Protein kinase domain-containing protein	EGW08_009871	291		protein phosphorylation [GO:0006468]	GO:0004672; GO:0005524; GO:0006468
A0A433TLJ0	A0A433TLJ0_ELYCH	Uncharacterized protein	EGW08_009886	226			
A0A433TLJ1	A0A433TLJ1_ELYCH	Uncharacterized protein	EGW08_009766	285			
A0A433TLK0	A0A433TLK0_ELYCH	Apextrin C-terminal domain-containing protein	EGW08_009813	487			
A0A433TLK3	A0A433TLK3_ELYCH	Trafficking protein particle complex subunit 11	EGW08_009779	1119			GO:0005794
A0A433TLK6	A0A433TLK6_ELYCH	Glyoxylate reductase/hydroxypyruvate reductase	EGW08_009740	318			GO:0016616; GO:0051287
A0A433TLL3	A0A433TLL3_ELYCH	Nuclear pore complex protein Nup214 phenylalanine-glycine (FG) domain-containing protein	EGW08_009743	254			
A0A433TLL5	A0A433TLL5_ELYCH	Uncharacterized protein	EGW08_009762	287			
A0A433TLL6	A0A433TLL6_ELYCH	Alpha/beta hydrolase fold-5 domain-containing protein	EGW08_009853	547			GO:0016787
A0A433TLM5	A0A433TLM5_ELYCH	Ribosomal RNA methyltransferase FtsJ domain-containing protein	EGW08_009863	321		RNA methylation [GO:0001510]	GO:0001510; GO:0008168
A0A433TLM6	A0A433TLM6_ELYCH	Uncharacterized protein	EGW08_009745	147			
A0A433TLM9	A0A433TLM9_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_009723	357			GO:0005886; GO:0008528
A0A433TLN0	A0A433TLN0_ELYCH	Fibrinogen C-terminal domain-containing protein	EGW08_009801	358			
A0A433TLN7	A0A433TLN7_ELYCH	Sodium/bile acid cotransporter	EGW08_009780	338			GO:0000139
A0A433TLP1	A0A433TLP1_ELYCH	Uncharacterized protein	EGW08_009733	117			
A0A433TLP7	A0A433TLP7_ELYCH	EF-hand domain-containing protein	EGW08_009819	603			
A0A433TLQ4	A0A433TLQ4_ELYCH	Uncharacterized protein	EGW08_009734	1082			
A0A433TLQ7	A0A433TLQ7_ELYCH	Uncharacterized protein	EGW08_009726	238			
A0A433TLQ8	A0A433TLQ8_ELYCH	ABC transmembrane type-1 domain-containing protein	EGW08_009757	170			GO:0016020
A0A433TLR0	A0A433TLR0_ELYCH	Uncharacterized protein	EGW08_009699	131			
A0A433TLR2	A0A433TLR2_ELYCH	Uncharacterized protein	EGW08_009782	303		mitochondrial fusion [GO:0008053]	GO:0005739; GO:0008053; GO:0016020
A0A433TLR3	A0A433TLR3_ELYCH	Uncharacterized protein	EGW08_009741	630			
A0A433TLR6	A0A433TLR6_ELYCH	Endonuclease/exonuclease/phosphatase domain-containing protein	EGW08_009705	300			
A0A433TLR8	A0A433TLR8_ELYCH	Uncharacterized protein	EGW08_009758	171			
A0A433TLR9	A0A433TLR9_ELYCH	G-protein coupled receptors family 2 profile 2 domain-containing protein	EGW08_009702	323			GO:0004930; GO:0016020
A0A433TLS2	A0A433TLS2_ELYCH	Small integral membrane protein 20	EGW08_009767	73		mitochondrial cytochrome c oxidase assembly [GO:0033617]	GO:0005739; GO:0016020; GO:0033617
A0A433TLS3	A0A433TLS3_ELYCH	EF-hand domain-containing protein	EGW08_009679	306			GO:0005509
A0A433TLS4	A0A433TLS4_ELYCH	L antigen family member 3	EGW08_009704	89			
A0A433TLS7	A0A433TLS7_ELYCH	Uncharacterized protein	EGW08_009728	2922			
A0A433TLT0	A0A433TLT0_ELYCH	Uncharacterized protein	EGW08_009719	263			
A0A433TLT4	A0A433TLT4_ELYCH	Reverse transcriptase domain-containing protein	EGW08_009672	224			
A0A433TLT6	A0A433TLT6_ELYCH	Uncharacterized protein	EGW08_009761	350			
A0A433TLT7	A0A433TLT7_ELYCH	Uncharacterized protein	EGW08_009687	200			GO:0016020
A0A433TLT8	A0A433TLT8_ELYCH	EGF-like domain-containing protein	EGW08_009680	480			
A0A433TLU2	A0A433TLU2_ELYCH	Mos1 transposase HTH domain-containing protein	EGW08_009683	254			GO:0003676
A0A433TLU4	A0A433TLU4_ELYCH	Secreted protein	EGW08_009772	227			GO:0016020
A0A433TLU6	A0A433TLU6_ELYCH	Uncharacterized protein	EGW08_009754	214			
A0A433TLV1	A0A433TLV1_ELYCH	Uncharacterized protein	EGW08_009641	154			
A0A433TLV2	A0A433TLV2_ELYCH	RRM domain-containing protein	EGW08_009690	760			
A0A433TLV6	A0A433TLV6_ELYCH	AB hydrolase-1 domain-containing protein	EGW08_009674	311			
A0A433TLW4	A0A433TLW4_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_009646	366			GO:0004930; GO:0016020
A0A433TLX0	A0A433TLX0_ELYCH	MARVEL domain-containing protein	EGW08_009700	270			GO:0016020
A0A433TLX4	A0A433TLX4_ELYCH	Cadherin domain-containing protein	EGW08_009685	5639		homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	GO:0005509; GO:0007156; GO:0016020
A0A433TLX6	A0A433TLX6_ELYCH	SCP domain-containing protein	EGW08_009661	1388			
A0A433TLX7	A0A433TLX7_ELYCH	Uncharacterized protein	EGW08_009656	310			GO:0016020; GO:0022857
A0A433TLY2	A0A433TLY2_ELYCH	VOC domain-containing protein	EGW08_009667	176			
A0A433TLY4	A0A433TLY4_ELYCH	ADP-ribosylation factor-like protein 5B	EGW08_009703	179			GO:0003924; GO:0005525
A0A433TLY5	A0A433TLY5_ELYCH	Spaetzle domain-containing protein	EGW08_009730	282			GO:0016020
A0A433TLY6	A0A433TLY6_ELYCH	Matrix-remodeling-associated protein 7	EGW08_009695	174			GO:0016020
A0A433TLY7	A0A433TLY7_ELYCH	Uncharacterized protein	EGW08_009612	139			
A0A433TLY8	A0A433TLY8_ELYCH	Uncharacterized protein	EGW08_009671	763			
A0A433TLY9	A0A433TLY9_ELYCH	Uncharacterized protein	EGW08_009648	212			
A0A433TLZ0	A0A433TLZ0_ELYCH	Out at first protein homolog	EGW08_009628	172			
A0A433TLZ2	A0A433TLZ2_ELYCH	F-box domain-containing protein	EGW08_009631	671			
A0A433TLZ5	A0A433TLZ5_ELYCH	Uncharacterized protein	EGW08_009698	124			
A0A433TLZ9	A0A433TLZ9_ELYCH	Uncharacterized protein	EGW08_009638	346			
A0A433TM03	A0A433TM03_ELYCH	Cyclic nucleotide-binding domain-containing protein	EGW08_009630	667			
A0A433TM04	A0A433TM04_ELYCH	SH2 domain-containing protein	EGW08_009659	549			
A0A433TM07	A0A433TM07_ELYCH	Uncharacterized protein	EGW08_009642	669			
A0A433TM08	A0A433TM08_ELYCH	Formin FH3 domain-containing protein	EGW08_009622	105		cellular component organization [GO:0016043]	GO:0003779; GO:0016043
A0A433TM10	A0A433TM10_ELYCH	Phospholipid/glycerol acyltransferase domain-containing protein	EGW08_009613	317			GO:0016746
A0A433TM12	A0A433TM12_ELYCH	Mpv17-like protein 2	EGW08_009669	193			GO:0016020
A0A433TM14	A0A433TM14_ELYCH	Endonuclease/exonuclease/phosphatase domain-containing protein	EGW08_009640	354			
A0A433TM17	A0A433TM17_ELYCH	Heat shock protein 70	EGW08_009676	157			GO:0005524; GO:0140662
A0A433TM19	A0A433TM19_ELYCH	FH2 domain-containing protein	EGW08_009623	2118		cellular component organization [GO:0016043]	GO:0003779; GO:0016043
