Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs
A0A433U7C2	unreviewed	A0A433U7C2_ELYCH	RING-type domain-containing protein	EGW08_002530	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	444	GO:0016020; GO:0046872
A0A433U7C3	unreviewed	A0A433U7C3_ELYCH	Uncharacterized protein	EGW08_002531	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	214	
A0A433U7C4	unreviewed	A0A433U7C4_ELYCH	EF-hand domain-containing protein	EGW08_002444	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1055	GO:0005509
A0A433U7C7	unreviewed	A0A433U7C7_ELYCH	Uncharacterized protein	EGW08_002553	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	132	GO:0016020
A0A433U7C8	unreviewed	A0A433U7C8_ELYCH	Uncharacterized protein	EGW08_002453	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	638	
A0A433U7C9	unreviewed	A0A433U7C9_ELYCH	Translation machinery-associated protein 16	EGW08_002535	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	179	
A0A433U7D0	unreviewed	A0A433U7D0_ELYCH	Uncharacterized protein	EGW08_002512	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	192	
A0A433U7D2	unreviewed	A0A433U7D2_ELYCH	WH1 domain-containing protein	EGW08_002616	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	324	GO:0007015
A0A433U7D4	unreviewed	A0A433U7D4_ELYCH	WD repeat-containing protein 13	EGW08_002540	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	484	
A0A433U7D8	unreviewed	A0A433U7D8_ELYCH	Uncharacterized protein	EGW08_002449	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	200	
A0A433U7E1	unreviewed	A0A433U7E1_ELYCH	THUMP domain-containing protein	EGW08_002545	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	671	
A0A433U7E5	unreviewed	A0A433U7E5_ELYCH	DNA-directed RNA polymerase III subunit RPC5	EGW08_002551	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	533	GO:0005634; GO:0006351
A0A433U7E8	unreviewed	A0A433U7E8_ELYCH	Uncharacterized protein	EGW08_002459	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	214	
A0A433U7F2	unreviewed	A0A433U7F2_ELYCH	Uncharacterized protein	EGW08_002472	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	175	
A0A433U7F5	unreviewed	A0A433U7F5_ELYCH	SH3 domain-containing protein	EGW08_002445	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	352	
A0A433U7F6	unreviewed	A0A433U7F6_ELYCH	Transmembrane protein family 132 middle domain-containing protein	EGW08_002468	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1103	GO:0016020
A0A433U7F7	unreviewed	A0A433U7F7_ELYCH	Transporter	EGW08_002555	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	937	GO:0015293; GO:0016020
A0A433U7G0	unreviewed	A0A433U7G0_ELYCH	Secreted protein	EGW08_002483	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	440	
A0A433U7G2	unreviewed	A0A433U7G2_ELYCH	Chitin-binding type-2 domain-containing protein	EGW08_002484	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	203	GO:0005576; GO:0008061
A0A433U7G4	unreviewed	A0A433U7G4_ELYCH	GH16 domain-containing protein	EGW08_002456	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	116	
A0A433U7G7	unreviewed	A0A433U7G7_ELYCH	Uncharacterized protein	EGW08_002478	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	255	
A0A433U7H7	unreviewed	A0A433U7H7_ELYCH	Fe2OG dioxygenase domain-containing protein	EGW08_002460	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	302	GO:0016491; GO:0046872; GO:0070988
A0A433U7I4	unreviewed	A0A433U7I4_ELYCH	G-protein coupled receptors family 2 profile 2 domain-containing protein	EGW08_002476	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	410	GO:0004930; GO:0007166; GO:0016020; GO:0048856
A0A433U7I7	unreviewed	A0A433U7I7_ELYCH	Uncharacterized protein	EGW08_002498	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	238	
A0A433U7J2	unreviewed	A0A433U7J2_ELYCH	Arf-GAP with dual PH domain-containing protein 1	EGW08_002418	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	387	GO:0005096; GO:0043547; GO:1902936
A0A433U7J4	unreviewed	A0A433U7J4_ELYCH	Annexin	EGW08_002423	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	572	GO:0005509; GO:0005544
A0A433U7J5	unreviewed	A0A433U7J5_ELYCH	Ovule protein	EGW08_002467	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	99	
A0A433U7J6	unreviewed	A0A433U7J6_ELYCH	Glycosyl transferase family 1 domain-containing protein	EGW08_002486	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	478	GO:0016757
A0A433U7J9	unreviewed	A0A433U7J9_ELYCH	Tetraspanin	EGW08_002417	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	278	GO:0016020
A0A433U7K3	unreviewed	A0A433U7K3_ELYCH	Uncharacterized protein	EGW08_002428	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	356	
A0A433U7K4	unreviewed	A0A433U7K4_ELYCH	Sodium-coupled monocarboxylate transporter 1	EGW08_002433	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	469	GO:0016020; GO:0022857
A0A433U7K5	unreviewed	A0A433U7K5_ELYCH	C2H2-type domain-containing protein	EGW08_002599	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	587	
A0A433U7K7	unreviewed	A0A433U7K7_ELYCH	Uncharacterized protein	EGW08_002490	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	237	GO:0003924; GO:0005525
A0A433U7K9	unreviewed	A0A433U7K9_ELYCH	Reverse transcriptase domain-containing protein	EGW08_002441	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	318	
A0A433U7L0	unreviewed	A0A433U7L0_ELYCH	Ig-like domain-containing protein	EGW08_002442	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	306	
A0A433U7L2	unreviewed	A0A433U7L2_ELYCH	CCDC92/74 N-terminal domain-containing protein	EGW08_002495	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	418	
A0A433U7L3	unreviewed	A0A433U7L3_ELYCH	Uncharacterized protein	EGW08_002506	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	130	
A0A433U7M0	unreviewed	A0A433U7M0_ELYCH	TOG domain-containing protein	EGW08_002437	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	839	
A0A433U7M4	unreviewed	A0A433U7M4_ELYCH	COP9 signalosome complex subunit 4	EGW08_002371	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	396	GO:0005737; GO:0008180
A0A433U7M7	unreviewed	A0A433U7M7_ELYCH	Uncharacterized protein	EGW08_002379	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	100	
A0A433U7N2	unreviewed	A0A433U7N2_ELYCH	Impact N-terminal domain-containing protein	EGW08_002380	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	307	
A0A433U7N3	unreviewed	A0A433U7N3_ELYCH	CS domain-containing protein	EGW08_002424	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	379	
A0A433U7N6	unreviewed	A0A433U7N6_ELYCH	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	EGW08_002526	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	168	GO:0005743; GO:0070469
A0A433U7N7	unreviewed	A0A433U7N7_ELYCH	C2H2-type domain-containing protein	EGW08_002381	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	2610	
A0A433U7N8	unreviewed	A0A433U7N8_ELYCH	Uncharacterized protein	EGW08_002416	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	102	
A0A433U7P5	unreviewed	A0A433U7P5_ELYCH	Uncharacterized protein	EGW08_002426	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	137	GO:0016788
A0A433U7P8	unreviewed	A0A433U7P8_ELYCH	ZP domain-containing protein	EGW08_002362	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	224	GO:0005509; GO:0005576; GO:0007160
A0A433U7P9	unreviewed	A0A433U7P9_ELYCH	Amine oxidase (EC 1.4.3.-)	EGW08_002546	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	535	GO:0008131
A0A433U7Q4	unreviewed	A0A433U7Q4_ELYCH	CRC domain-containing protein	EGW08_002372	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	850	GO:0005634
A0A433U7Q6	unreviewed	A0A433U7Q6_ELYCH	Uncharacterized protein	EGW08_002451	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	108	
A0A433U7Q8	unreviewed	A0A433U7Q8_ELYCH	Uncharacterized protein	EGW08_002387	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	175	
A0A433U7Q9	unreviewed	A0A433U7Q9_ELYCH	Uncharacterized protein	EGW08_002382	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	283	GO:0030672; GO:0031901
A0A433U7R1	unreviewed	A0A433U7R1_ELYCH	TLDc domain-containing protein	EGW08_002461	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	493	
A0A433U7R6	unreviewed	A0A433U7R6_ELYCH	Protein quiver	EGW08_002410	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	133	GO:0030431; GO:0032222; GO:1903818
A0A433U7R9	unreviewed	A0A433U7R9_ELYCH	Uncharacterized protein	EGW08_002440	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	135	
A0A433U7S0	unreviewed	A0A433U7S0_ELYCH	SoHo domain-containing protein	EGW08_002368	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	895	
A0A433U7S4	unreviewed	A0A433U7S4_ELYCH	VWFD domain-containing protein	EGW08_002394	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	472	
A0A433U7S5	unreviewed	A0A433U7S5_ELYCH	Uncharacterized protein	EGW08_002397	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1911	GO:0016020
A0A433U7T4	unreviewed	A0A433U7T4_ELYCH	VWFA domain-containing protein	EGW08_002402	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	143	
A0A433U7T8	unreviewed	A0A433U7T8_ELYCH	C-type lectin domain-containing protein	EGW08_002401	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	228	
A0A433U7T9	unreviewed	A0A433U7T9_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_002407	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	200	GO:0016020; GO:0022857
A0A433U7U5	unreviewed	A0A433U7U5_ELYCH	Uncharacterized protein	EGW08_002329	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	524	
A0A433U7U7	unreviewed	A0A433U7U7_ELYCH	Uncharacterized protein	EGW08_002323	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	246	GO:0004497; GO:0005506; GO:0016705; GO:0020037
A0A433U7U8	unreviewed	A0A433U7U8_ELYCH	Uncharacterized protein	EGW08_002327	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	219	
A0A433U7V2	unreviewed	A0A433U7V2_ELYCH	Uncharacterized protein	EGW08_002328	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	315	
A0A433U7V3	unreviewed	A0A433U7V3_ELYCH	Mediator complex subunit Med25 PTOV domain-containing protein	EGW08_002333	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	237	
A0A433U7V7	unreviewed	A0A433U7V7_ELYCH	Meiosis 1 arrest protein	EGW08_002335	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	529	GO:0007127; GO:0007283
A0A433U7V9	unreviewed	A0A433U7V9_ELYCH	Uncharacterized protein	EGW08_002336	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	390	GO:0005576; GO:0007218
A0A433U7W0	unreviewed	A0A433U7W0_ELYCH	Lysoplasmalogenase-like protein TMEM86A	EGW08_002330	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	326	GO:0016020
A0A433U7W3	unreviewed	A0A433U7W3_ELYCH	Fucosyltransferase N-terminal domain-containing protein	EGW08_002347	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	165	
A0A433U7W5	unreviewed	A0A433U7W5_ELYCH	Uncharacterized protein	EGW08_002341	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	623	
A0A433U7W9	unreviewed	A0A433U7W9_ELYCH	Uncharacterized protein	EGW08_002346	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	179	
A0A433U7X1	unreviewed	A0A433U7X1_ELYCH	G patch domain-containing protein	EGW08_002340	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	340	
A0A433U7X4	unreviewed	A0A433U7X4_ELYCH	C2H2-type domain-containing protein	EGW08_002353	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	748	
A0A433U7X5	unreviewed	A0A433U7X5_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_002359	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	621	GO:0016020
A0A433U7X8	unreviewed	A0A433U7X8_ELYCH	Uncharacterized protein	EGW08_002357	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	296	
A0A433U7Y4	unreviewed	A0A433U7Y4_ELYCH	Piwi domain-containing protein	EGW08_002276	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	965	GO:0003676
A0A433U7Y5	unreviewed	A0A433U7Y5_ELYCH	Uncharacterized protein	EGW08_002358	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	163	
A0A433U7Z2	unreviewed	A0A433U7Z2_ELYCH	Uncharacterized protein	EGW08_002277	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	134	
A0A433U7Z5	unreviewed	A0A433U7Z5_ELYCH	Ras-related GTP-binding protein	EGW08_002293	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	310	GO:0005525
A0A433U7Z6	unreviewed	A0A433U7Z6_ELYCH	Uncharacterized protein	EGW08_002288	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	126	
A0A433U7Z9	unreviewed	A0A433U7Z9_ELYCH	Uncharacterized protein	EGW08_002284	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	126	
A0A433U802	unreviewed	A0A433U802_ELYCH	BZIP domain-containing protein	EGW08_002287	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	368	GO:0003700
A0A433U805	unreviewed	A0A433U805_ELYCH	Uncharacterized protein	EGW08_002300	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	330	
A0A433U809	unreviewed	A0A433U809_ELYCH	Uncharacterized protein	EGW08_002305	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	106	
A0A433U810	unreviewed	A0A433U810_ELYCH	Corticotropin-releasing factor domain-containing protein	EGW08_002291	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	116	
A0A433U811	unreviewed	A0A433U811_ELYCH	Uncharacterized protein	EGW08_002294	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	110	
A0A433U823	unreviewed	A0A433U823_ELYCH	ERAP1-like C-terminal domain-containing protein	EGW08_002308	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	190	
A0A433U827	unreviewed	A0A433U827_ELYCH	Uncharacterized protein	EGW08_002312	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	190	
A0A433U828	unreviewed	A0A433U828_ELYCH	Uncharacterized protein	EGW08_002304	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	325	
A0A433U830	unreviewed	A0A433U830_ELYCH	Endonuclease/exonuclease/phosphatase domain-containing protein	EGW08_002240	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	553	GO:0003824
A0A433U832	unreviewed	A0A433U832_ELYCH	Uncharacterized protein	EGW08_002245	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	107	
A0A433U836	unreviewed	A0A433U836_ELYCH	Collagen IV NC1 domain-containing protein	EGW08_002318	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	227	
A0A433U838	unreviewed	A0A433U838_ELYCH	Uncharacterized protein	EGW08_002236	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	277	
A0A433U840	unreviewed	A0A433U840_ELYCH	Uncharacterized protein	EGW08_002314	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	382	
A0A433U842	unreviewed	A0A433U842_ELYCH	Complex 1 LYR protein domain-containing protein	EGW08_002251	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	83	GO:0022904
A0A433U844	unreviewed	A0A433U844_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_002258	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	496	GO:0004930; GO:0016020
A0A433U847	unreviewed	A0A433U847_ELYCH	t-SNARE coiled-coil homology domain-containing protein	EGW08_002247	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	112	GO:0005794; GO:0015031; GO:0016020
A0A433U848	unreviewed	A0A433U848_ELYCH	Cadherin domain-containing protein	EGW08_002260	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	228	
A0A433U849	unreviewed	A0A433U849_ELYCH	Uncharacterized protein	EGW08_002243	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	883	GO:0016020
A0A433U851	unreviewed	A0A433U851_ELYCH	Uncharacterized protein	EGW08_002246	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	234	
A0A433U852	unreviewed	A0A433U852_ELYCH	NAD-dependent epimerase/dehydratase domain-containing protein	EGW08_002262	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	357	
A0A433U854	unreviewed	A0A433U854_ELYCH	CTCK domain-containing protein	EGW08_002254	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	196	GO:0005125; GO:0005576
A0A433U855	unreviewed	A0A433U855_ELYCH	DOMON domain-containing protein	EGW08_002268	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	438	GO:1900449
A0A433U856	unreviewed	A0A433U856_ELYCH	Sulfotransferase domain-containing protein	EGW08_002257	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	332	GO:0008146
A0A433U857	unreviewed	A0A433U857_ELYCH	Guanine nucleotide exchange factor DBS	EGW08_002265	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	797	GO:0005085; GO:0035556
A0A433U860	unreviewed	A0A433U860_ELYCH	PARP	EGW08_002271	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1540	GO:0003723
A0A433U862	unreviewed	A0A433U862_ELYCH	Potassium channel tetramerisation-type BTB domain-containing protein	EGW08_002192	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	129	GO:0051260
A0A433U865	unreviewed	A0A433U865_ELYCH	CSN12-like protein	EGW08_002264	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	400	GO:0016973
A0A433U869	unreviewed	A0A433U869_ELYCH	CRAL-TRIO domain-containing protein	EGW08_002266	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	296	
A0A433U871	unreviewed	A0A433U871_ELYCH	Uncharacterized protein	EGW08_002263	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	460	
A0A433U872	unreviewed	A0A433U872_ELYCH	Uncharacterized protein	EGW08_002194	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	118	
A0A433U878	unreviewed	A0A433U878_ELYCH	Ig-like domain-containing protein	EGW08_002210	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	408	GO:0005886; GO:0007155; GO:0007411
A0A433U881	unreviewed	A0A433U881_ELYCH	Reverse transcriptase domain-containing protein	EGW08_002212	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	540	
A0A433U883	unreviewed	A0A433U883_ELYCH	Uncharacterized protein	EGW08_002207	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	187	
A0A433U884	unreviewed	A0A433U884_ELYCH	Uncharacterized protein	EGW08_002196	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	110	
A0A433U885	unreviewed	A0A433U885_ELYCH	Uncharacterized protein	EGW08_002193	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	118	GO:0016020
A0A433U887	unreviewed	A0A433U887_ELYCH	Uncharacterized protein	EGW08_002221	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	138	
A0A433U889	unreviewed	A0A433U889_ELYCH	SUEL-type lectin domain-containing protein	EGW08_002220	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	205	
A0A433U890	unreviewed	A0A433U890_ELYCH	Uncharacterized protein	EGW08_002209	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	207	
A0A433U893	unreviewed	A0A433U893_ELYCH	MAM domain-containing protein	EGW08_002214	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	363	GO:0016020
A0A433U8A1	unreviewed	A0A433U8A1_ELYCH	EMI domain-containing protein	EGW08_002219	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	829	GO:0016020
A0A433U8A4	unreviewed	A0A433U8A4_ELYCH	Uncharacterized protein	EGW08_002225	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	311	GO:0016020
A0A433U8A5	unreviewed	A0A433U8A5_ELYCH	Uncharacterized protein	EGW08_002167	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	134	
A0A433U8A6	unreviewed	A0A433U8A6_ELYCH	Peptidase M24 domain-containing protein	EGW08_002168	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	393	
A0A433U8A8	unreviewed	A0A433U8A8_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_002227	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	345	GO:0004930; GO:0016020
A0A433U8A9	unreviewed	A0A433U8A9_ELYCH	Cytochrome P450	EGW08_002166	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	198	GO:0004497; GO:0005506; GO:0016705; GO:0020037
A0A433U8B1	unreviewed	A0A433U8B1_ELYCH	Condensin complex subunit 1 C-terminal domain-containing protein	EGW08_002174	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	512	GO:0005634
A0A433U8B4	unreviewed	A0A433U8B4_ELYCH	Transmembrane protein 169	EGW08_002161	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	304	GO:0016020
A0A433U8B5	unreviewed	A0A433U8B5_ELYCH	BRO1 domain-containing protein	EGW08_002160	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	928	
A0A433U8C0	unreviewed	A0A433U8C0_ELYCH	Uncharacterized protein	EGW08_002176	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	201	
A0A433U8C3	unreviewed	A0A433U8C3_ELYCH	Uncharacterized protein	EGW08_002184	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	600	GO:0005272; GO:0016020
A0A433U8C6	unreviewed	A0A433U8C6_ELYCH	TNFR-Cys domain-containing protein	EGW08_002171	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	148	
A0A433U8C7	unreviewed	A0A433U8C7_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_002188	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	437	GO:0016020; GO:0022857
A0A433U8D6	unreviewed	A0A433U8D6_ELYCH	Biogenesis of lysosome-related organelles complex 1 subunit 2	EGW08_002126	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	162	
A0A433U8D7	unreviewed	A0A433U8D7_ELYCH	BHLH domain-containing protein	EGW08_002183	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	238	GO:0046983
A0A433U8E1	unreviewed	A0A433U8E1_ELYCH	Uncharacterized protein	EGW08_002190	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	215	
A0A433U8E2	unreviewed	A0A433U8E2_ELYCH	Uncharacterized protein	EGW08_002179	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	328	GO:0006633; GO:0016790
A0A433U8E7	unreviewed	A0A433U8E7_ELYCH	J domain-containing protein	EGW08_002136	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	186	
A0A433U8F2	unreviewed	A0A433U8F2_ELYCH	MAM domain-containing protein	EGW08_002143	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	168	GO:0016020
A0A433U8F3	unreviewed	A0A433U8F3_ELYCH	Peroxisomal membrane protein 11C	EGW08_002189	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	231	GO:0005778; GO:0016559
A0A433U8F5	unreviewed	A0A433U8F5_ELYCH	Uncharacterized protein	EGW08_002191	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	657	
A0A433U8F8	unreviewed	A0A433U8F8_ELYCH	SAND domain-containing protein	EGW08_002146	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1058	GO:0000978; GO:0001228; GO:0046872
A0A433U8F9	unreviewed	A0A433U8F9_ELYCH	C2H2-type domain-containing protein	EGW08_002131	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	631	GO:0005634
A0A433U8G5	unreviewed	A0A433U8G5_ELYCH	Leucine-rich repeat-containing protein 20	EGW08_002157	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	178	
A0A433U8G6	unreviewed	A0A433U8G6_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_002144	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	589	GO:0016020; GO:0022857
A0A433U8H0	unreviewed	A0A433U8H0_ELYCH	MAM domain-containing protein	EGW08_002142	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	221	GO:0016020
A0A433U8H2	unreviewed	A0A433U8H2_ELYCH	Brix domain-containing protein	EGW08_002155	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	549	GO:0006364; GO:0019843
A0A433U8H3	unreviewed	A0A433U8H3_ELYCH	Uncharacterized protein	EGW08_002138	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	111	GO:0016020
A0A433U8H6	unreviewed	A0A433U8H6_ELYCH	Uncharacterized protein	EGW08_002159	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	532	
A0A433U8H7	unreviewed	A0A433U8H7_ELYCH	Uncharacterized protein	EGW08_002154	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	76	
A0A433U8I4	unreviewed	A0A433U8I4_ELYCH	Fungal lipase-like domain-containing protein	EGW08_002150	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	674	GO:0006629; GO:0016020
A0A433U8J0	unreviewed	A0A433U8J0_ELYCH	Uncharacterized protein	EGW08_002100	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	217	
A0A433U8J3	unreviewed	A0A433U8J3_ELYCH	Uncharacterized protein	EGW08_002111	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	817	
A0A433U8J4	unreviewed	A0A433U8J4_ELYCH	Alpha-2-macroglobulin bait region domain-containing protein	EGW08_002096	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	750	GO:0004866
A0A433U8K1	unreviewed	A0A433U8K1_ELYCH	Uncharacterized protein	EGW08_002099	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	173	
A0A433U8K9	unreviewed	A0A433U8K9_ELYCH	Macroglobulin domain-containing protein	EGW08_002095	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	172	
A0A433U8L1	unreviewed	A0A433U8L1_ELYCH	Uncharacterized protein	EGW08_002109	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	294	
A0A433U8L8	unreviewed	A0A433U8L8_ELYCH	Cytochrome c oxidase polypeptide VIa	EGW08_002053	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	138	GO:0005751
